"","feed_title","feed_link","feed_description","feed_language","feed_pub_date","feed_last_build_date","feed_category","feed_generator","item_title","item_link","item_description","item_pub_date","item_guid","item_category"
"15","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","dice and sticks","https://www.r-bloggers.com/2021/11/dice-and-sticks/","A quick weekend riddle from the Riddler about the probability of getting a sequence of increasing numbers from dice with an increasing number of faces, eg 4-, 6-, and 8-face dice. Which happens to be 1/4. By sheer calculation (à la Gauss) or simple enumération (à la R): __ for(i in 1:4)for(...Continue reading: dice and sticks",2021-11-18 23:21:11,"http://xianblog.wordpress.com/?p=48155","R bloggers"
"16","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","R Shiny Apps in 100 Seconds","https://www.r-bloggers.com/2021/11/r-shiny-apps-in-100-seconds/","Want decision-makers to benefit from your R programs? Use the R shiny package to turn them into data-driven, interactive web apps – R shiny apps. Learn the basics of why R shiny is crucial in sharing analyses with your colleagues to empower them in running the business. See an R forecast ...Continue reading: R Shiny Apps in 100 Seconds",2021-11-18 16:45:15,"https://yakdata.com/?p=6945","R bloggers"
"17","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Calculate Confidence Intervals in R","https://www.r-bloggers.com/2021/11/calculate-confidence-intervals-in-r/","Recommended to read most recent job openings and UpToDate tutorials from finnstatsCalculate Confidence Intervals in R, A confidence interval is a set of values that, with a high degree of certainty, are likely to include a population parameter. Confidence intervals can be found all over...The post Calculate Confidence ...Continue reading: Calculate Confidence Intervals in R",2021-11-18 15:41:18,"https://finnstats.com/?p=13973","R bloggers"
"18","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","What Is New in ShinyProxy 2.6.0","https://www.r-bloggers.com/2021/11/what-is-new-in-shinyproxy-2-6-0/","ShinyProxy 2.6.0 was released on November 5, 2021. The new version does not disappoint. Let's review what is in it!Continue reading: What Is New in ShinyProxy 2.6.0",2021-11-18 13:00:00,"http://www.r-bloggers.com/?guid=c7de6f20223818d570f0676d2686cd20","R bloggers"
"19","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Running R clusters on an AMD Threadripper 3990X in Windows 11 (update)","https://www.r-bloggers.com/2021/11/running-r-clusters-on-an-amd-threadripper-3990x-in-windows-11-update/","In November 2020, I wrote a post on using all cores and threads on the latest Threadripper 64 core processors under Windows 10. This is a quick update for Windows 11. As some of you may know, I have been modelling the COVID-19 pandemic in a number of countries using a compartmental disease model. ...Continue reading: Running R clusters on an AMD Threadripper 3990X in Windows 11 (update)",2021-11-18 01:28:20,"https://lovickconsulting.com/?p=1387","R bloggers"
"20","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Deploying xaringan Slides with GitHub Pages","https://www.r-bloggers.com/2021/11/deploying-xaringan-slides-with-github-pages/","Silvia Canelón is a researcher, community organizer, and R educator. Her research leverages electronic health record data to study pregnancy-related outcomes, and her organizing values data literacy and communication as ways to build power and effect change.This post will guide you step-by-step through the process of creating an ...Continue reading: Deploying xaringan Slides with GitHub Pages",2021-11-18 00:00:00,"https://rviews.rstudio.com/2021/11/18/deploying-xaringan-slides-a-ten-step-github-pages-workflow/","R bloggers"
"21","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","rOpenSci Dev Guide 0.7.0: Updates","https://www.r-bloggers.com/2021/11/ropensci-dev-guide-0-7-0-updates/","rOpenSci Software Peer Review’s guidance is gathered in an online book and keeps improving!To find out what’s new in our dev guide 0.7.0, you can read the changelog,or this blog post for more digested information.@ropensci-review-bot h...Continue reading: rOpenSci Dev Guide 0.7.0: Updates",2021-11-18 00:00:00,"https://ropensci.org/blog/2021/11/18/devguide-0.7.0/","R bloggers"
"22","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","It’s so hard to compare the efficiency of MCMC samplers","https://www.r-bloggers.com/2021/11/its-so-hard-to-compare-the-efficiency-of-mcmc-samplers/","I thought I’d share a comment I made on Perry de Valpine‘s post on the NIMBLE blog, A close look at some linear model MCMC comparisons. Perry was posting about a paper that tried to compare efficiency of Stan, NIMBLE, … Continue reading →Continue reading: It’s so hard to compare the efficiency of MCMC samplers",2021-11-17 20:19:44,"https://statmodeling.stat.columbia.edu/?p=46737","R bloggers"
"23","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Homoscedasticity in Regression Analysis","https://www.r-bloggers.com/2021/11/homoscedasticity-in-regression-analysis/","finnstats can help you improve your data abilities and advance your profession.Homoscedasticity in Regression Analysis, The Goldfeld–Quandt test checks for homoscedasticity in regression studies in statistics. Subscribe This is accomplished by separating a dataset into two portions or groups, which is why the test is...The post Homoscedasticity ...Continue reading: Homoscedasticity in Regression Analysis",2021-11-17 15:47:50,"https://finnstats.com/?p=13965","R bloggers"
"24","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Why R? 2021 Conference – Last days of Call for Papers","https://www.r-bloggers.com/2021/11/why-r-2021-conference-last-days-of-call-for-papers/","Four editions of Why R? conferences were a great community success. During each onsite edition, we gathered around 250-300 R enthusiasts from Europe and we managed to carry out more than 100 presentations and 35 workshops over 3 years. Last year we or...Continue reading: Why R? 2021 Conference – Last days of Call for Papers",2021-11-17 15:00:00,"http://whyr.pl//foundation/2021/whyr2021-cfp-ends/","R bloggers"
"25","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Exclusive Services and Benefits around RStudio with eoda GmbH","https://www.r-bloggers.com/2021/11/exclusive-services-and-benefits-around-rstudio-with-eoda-gmbh/","As one of the Full Service Certified Partners of RStudio, we are the contact for RStudio interested people and users in Europe. In addition to our exclusive services, you also benefit from further advantages around the leading RStudio solutions until the end of the year.   We support you from consulting, ...Continue reading: Exclusive Services and Benefits around RStudio with eoda GmbH",2021-11-17 11:27:48,"https://www.eoda.de/?p=24129","R bloggers"
"26","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Darwin to the Rescue: Using Phylogenetic Information to Overcome the Raunkiaeran Shortfall","https://www.r-bloggers.com/2021/11/darwin-to-the-rescue-using-phylogenetic-information-to-overcome-the-raunkiaeran-shortfall/","Functional trait-based research has a unifying role in ecology, allowing the integration of ecological and evolutionary dynamics across different levels of biological organization and across spatial-temporal scales. The basic rationale underlining functional ecological studies relies on the fact that the role a organism play in an ecosystem is not determined ...Continue reading: Darwin to the Rescue: Using Phylogenetic Information to Overcome the Raunkiaeran Shortfall",2021-11-17 10:06:55,"http://geekcologist.wordpress.com/?p=863","R bloggers"
"27","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Custom syntax highlighting themes in RMarkdown (and pandoc)","https://www.r-bloggers.com/2021/11/custom-syntax-highlighting-themes-in-rmarkdown-and-pandoc/","I recently developed and released an R package calledsolarizeddocx. It provides solarizeddocx::document(), anRMarkdown output format forsolarized-highlighted Microsoft Word documents . The image belowshows a comparison of the solarizeddocx and the ...Continue reading: Custom syntax highlighting themes in RMarkdown (and pandoc)",2021-11-17 06:00:00,"https://tjmahr.github.io/custom-highlighting-pandoc-rmarkdown/","R bloggers"
"28","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","RObservations #17: Plotting Flight Paths on Leaflet Maps","https://www.r-bloggers.com/2021/11/robservations-17-plotting-flight-paths-on-leaflet-maps/","Introduction While I thought I would to put exploring making maps in leaflet to rest, I was tempted to touch making flight maps similar to the ones on Atlas.co and have successfully managed to do it by incorporating the geosphere package. In this blog I am going to share ...Continue reading: RObservations #17: Plotting Flight Paths on Leaflet Maps",2021-11-16 22:28:40,"http://bensstats.wordpress.com/?p=1255","R bloggers"
"29","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Gold-Mining Week 11 (2021)","https://www.r-bloggers.com/2021/11/gold-mining-week-11-2021/","Week 11 Gold Mining and Fantasy Football Projection Roundup now available.The post Gold-Mining Week 11 (2021) appeared first on Fantasy Football Analytics.Continue reading: Gold-Mining Week 11 (2021)",2021-11-16 18:35:00,"https://fantasyfootballanalytics.net/?p=172310","R bloggers"
"30","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Creating A Custom MaxMind mmdb File For Cloud Provider Ranges","https://www.r-bloggers.com/2021/11/creating-a-custom-maxmind-mmdb-file-for-cloud-provider-ranges/","I’ve been wanting to create a custom MaxMind mmdb file for alternate IPv4 range classifications for a while, and finally had an opportunity to do so for the $DAYJOB. MaxMind mmdb files are small and easy to work with and provide lightning fast lookups. This repo — https://github.com/...Continue reading: Creating A Custom MaxMind mmdb File For Cloud Provider Ranges",2021-11-16 16:08:16,"https://rud.is/b/?p=13239","R bloggers"
"31","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","How to Make Stunning Histograms in R: A Complete Guide with ggplot2","https://www.r-bloggers.com/2021/11/how-to-make-stunning-histograms-in-r-a-complete-guide-with-ggplot2/","Histograms with R and ggplot2 Be honest. How uninspiring are your data visualizations? Expert designers make graph design look effortless, but in reality, it can’t be further from the truth. Luckily, the R programming language provides countless ways to make your visualizations eye-catching. Read more on our ggplot series: ...Continue reading: How to Make Stunning Histograms in R: A Complete Guide with ggplot2",2021-11-16 16:05:53,"https://appsilon.com/?p=8783","R bloggers"
"32","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","2021-03  Stroking and Filling Paths in R Graphics","https://www.r-bloggers.com/2021/11/2021-03-stroking-and-filling-paths-in-r-graphics/","This document describes an expansion of the R graphics engine to support stroking and filling paths.Paul MurrellDownloadContinue reading: 2021-03  Stroking and Filling Paths in R Graphics",2021-11-15 22:30:18,"https://stattech.blogs.auckland.ac.nz/?p=482","R bloggers"
"33","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-21 10:47:35,2021-11-21 10:47:35,"R bloggers","https://wordpress.org/?v=5.5.7","Birmingham R talks about the difficulties of socializing in an online space","https://www.r-bloggers.com/2021/11/birmingham-r-talks-about-the-difficulties-of-socializing-in-an-online-space/","One of the difficult parts of running a group in an online space is maintaining social interactions that you would normally foster with in-person meetups. R Consortium talks to Adnan...The post Birmingham R talks about the difficulties of socializing in an online space appeared first on R Consortium.Continue reading: Birmingham R talks about the difficulties of socializing in an online space",2021-11-15 20:30:00,"https://www.r-consortium.org/?p=2113","R bloggers"
"34","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","2021-02  Groups, Compositing Operators, and Affine Transformations in R Graphics","https://www.r-bloggers.com/2021/11/2021-02-groups-compositing-operators-and-affine-transformations-in-r-graphics/","This document describes an expansion of the R graphics engine to support a number of new graphical features: isolated groups, compositing operators, and affine transformations. ...Continue reading: 2021-02  Groups, Compositing Operators, and Affine Transformations in R Graphics",2021-11-14 22:26:17,"https://stattech.blogs.auckland.ac.nz/?p=479","R bloggers"
"35","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","{attachment} v0.2.3: fill the Remotes field","https://www.r-bloggers.com/2021/11/attachment-v0-2-3-fill-the-remotes-field/","You can read the original post in its original format on Rtask website by ThinkR here: {attachment} v0.2.3: fill the Remotes fieldA new version of {attachment} is available on CRAN. Get dependencies installed from GitHub, GitLab, … and add the link to the ‘Remotes’ field in the DESCRIPTION file of ...Continue reading: {attachment} v0.2.3: fill the Remotes field",2021-11-14 18:06:05,"https://rtask.thinkr.fr/?p=3063","R bloggers"
"36","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Walking the line between reproducibility and efficiency in R Markdown: Three methods","https://www.r-bloggers.com/2021/11/walking-the-line-between-reproducibility-and-efficiency-in-r-markdown-three-methods/","As technology and research methods advance, the data sets tend to be larger and the methods more exhaustive. Consequently, the analyses take longer to run. This poses a challenge when the results are to be presented using R Markdown. One has to walk the line between reproducibility and efficiency. On ...Continue reading: Walking the line between reproducibility and efficiency in R Markdown: Three methods",2021-11-13 18:18:38,"https://pablobernabeu.github.io/2021/walking-the-line-between-reproducibility-and-efficiency-in-r-markdown-three-methods/","R bloggers"
"37","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Tackling knitting errors in R Markdown","https://www.r-bloggers.com/2021/11/tackling-knitting-errors-in-r-markdown/","When knitting an R Markdown document after the first time, errors may sometimes appear. Three tips are recommended below.1. Close PDF reader windowWhen the document is knitted through the ‘Knit’ button, a PDF reader window opens to present the result. Closing this window can help resolve knitting errors.2. Delete ...Continue reading: Tackling knitting errors in R Markdown",2021-11-13 18:11:22,"https://pablobernabeu.github.io/2021/tackling-knitting-errors-in-r-markdown/","R bloggers"
"38","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to Calculate Jaccard Similarity in R","https://www.r-bloggers.com/2021/11/how-to-calculate-jaccard-similarity-in-r-2/","Jaccard Similarity in R, The Jaccard similarity index compares two sets of data to see how similar they are. It might be anywhere between 0 and 1. The greater the number, the closer the two sets of data are.SubscribeThe Jaccard Index is a stat...Continue reading: How to Calculate Jaccard Similarity in R",2021-11-13 14:50:29,"https://api.follow.it/track-rss-story-click/v3/nMOEuB5-JAtS4I3PmGzxkzRQaTQYXBS9","R bloggers"
"39","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to Calculate Jaccard Similarity in R","https://www.r-bloggers.com/2021/11/how-to-calculate-jaccard-similarity-in-r/","Jaccard Similarity in R, The Jaccard similarity index compares two sets of data to see how similar they are. It might be anywhere between 0 and 1. The greater the number, the closer the...The post How to Calculate Jaccard Similarity in R appeared first on finnstats.Continue reading: How to Calculate Jaccard Similarity in R",2021-11-13 14:50:29,"https://finnstats.com/?p=13849","R bloggers"
"40","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Type hinting a list subclass in Python with function overloading","https://www.r-bloggers.com/2021/11/type-hinting-a-list-subclass-in-python-with-function-overloading/","Below, I describe how to type hint some of the dunder methods of a subclass of the built-in Python list.I begin by describing why I wanted to do this in the first place, then, with the aim of being somewhat pedagogical, how I figured out what to do be...Continue reading: Type hinting a list subclass in Python with function overloading",2021-11-13 12:21:48,"https://joshuacook.netlify.app/post/typehinting-list-subclass/","R bloggers"
"41","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Random Forests with Monotonic Constraints","https://www.r-bloggers.com/2021/11/random-forests-with-monotonic-constraints/","""R  Python"" continued... Random forests with monotonic constraintsContinue reading: Random Forests with Monotonic Constraints",2021-11-13 09:25:31,"https://lorentzen.ch/?p=575","R bloggers"
"42","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","Trending & Hot on GitHub – Launching Episode 1","https://www.r-bloggers.com/2021/11/trending-hot-on-github-launching-episode-1/","Episode 1: QuestDB, NocoDB, ADOP and you-get In Episode 1, we take a look at: QuestDB, an ultra-fast time series database; NocoDB, a web-based smart spreadsheet for teams; ADOP creating virtual reality from a few images; and you-get, a tiny command line interface to quickly download video files, audio files and images ...Continue reading: Trending & Hot on GitHub – Launching Episode 1",2021-11-12 18:31:09,"https://yakdata.com/?p=6715","R bloggers"
"43","R-bloggers","https://www.r-bloggers.com","R news and tutorials contributed by hundreds of R bloggers","en-US",2021-11-14 22:26:17,2021-11-14 22:26:17,"R bloggers","https://wordpress.org/?v=5.5.7","How to do Chow Test in R","https://www.r-bloggers.com/2021/11/how-to-do-chow-test-in-r-2/","The Chow test is used to compare the coefficients of two distinct regression models on two separate datasets.This test is commonly used in econometrics using time series data to evaluate if the data has a structural break at some point.Correla...Continue reading: How to do Chow Test in R",2021-11-12 15:15:39,"https://api.follow.it/track-rss-story-click/v3/nMOEuB5-JAsiBXReYuMx3ASngkwrdsok","R bloggers"
